iter	RMSE
483	996.0415633
484	995.8778077
485	995.8011571
486	995.7595256
487	995.6070473
488	995.5242546
489	995.5076753
490	995.4568729
491	995.3245079
492	995.1036609
493	994.9947956
494	994.8398501
495	994.7340385
496	994.6261447
497	994.6241067
498	994.4613367
499	994.3444619
500	994.0495009
501	993.7499353
502	993.6354623
503	993.5979118
504	993.3980602
505	993.3222878
506	993.1667169
507	992.9644786
508	992.7208954
509	992.5381784
510	992.278003
511	992.1841301
512	991.7306687
513	991.6015749
514	991.3625116
515	991.1939905
516	991.135331
517	991.0375354
518	990.902915
519	990.7964568
520	990.7056021
521	990.5614093
522	990.2768939
523	990.1426949
524	989.8846797
525	989.669983
526	989.6158298
527	989.3969433
528	989.1932659
529	988.9956984
530	988.8710584
531	988.5967137
532	988.4185072
533	988.2322516
534	988.1121794
535	987.9051313
536	987.8726248
537	987.7055102
538	987.6986109
539	987.4589509
540	987.3226192
541	987.2081736
542	987.1181485
543	986.9681718
544	986.755009
545	986.7550043
546	986.6702208
547	986.6170503
548	986.5328559
549	986.3968203
550	986.2234506
551	986.0374732
552	985.8626304
553	985.4574766
554	985.3886479
555	985.3538173
556	985.2829142
557	985.1234017
558	985.0957905
559	984.8848141
560	984.8037168
561	984.6512133
562	984.4705882
563	984.3191321
564	984.1377121
565	984.1224129
566	983.8945207
567	983.8494352
568	983.7015814
569	983.5750301
570	983.472235
571	983.3631162
572	983.0995658
573	982.9810597
574	982.8115741
575	982.7957659
576	982.5468617
577	982.3596995
578	982.1909382
579	982.1183111
580	981.7461238
581	981.6316821
582	981.488744
583	981.4886509
584	981.4876216
585	981.4824333
586	981.3406383
587	981.3002819
588	980.9968543
589	980.933375
590	980.8808526
591	980.6477237
592	980.5129364
593	980.4006583
594	980.2105916
595	980.1330988
596	979.8438483
597	979.6175097
598	979.4107966
599	979.3825817
600	979.2882392
601	979.2044539
602	979.1134629
603	978.9814417
604	978.9079776
605	978.7455483
606	978.669374
607	978.5009181
608	978.3925446
609	978.3038382
610	978.1228044
611	977.9314894
612	977.8065627
613	977.7397381
614	977.7334912
615	977.5185968
616	977.4073512
617	977.3426665
618	977.2192395
619	977.1482796
620	977.0484361
621	976.9286896
622	976.9171669
623	976.8074618
624	976.7060858
625	976.59144
626	976.3233432
627	976.2317694
628	976.2315651
629	976.181185
630	975.9506506
631	975.8227972
632	975.7354447
633	975.6252928
634	975.4429625
635	975.3335598
636	975.2298791
637	975.2298137
638	975.1272586
639	975.1267186
640	975.0826342
641	975.0825705
642	975.0063564
643	974.9906399
644	974.7993519
645	974.654274
646	974.5500075
647	974.4359358
648	974.3653189
649	974.2178264
650	974.132185
651	974.114204
652	973.9269035
653	973.8593322
654	973.6539853
655	973.6037352
656	973.4154243
657	973.4154179
658	973.2158049
659	973.0480384
660	972.8720732
661	972.8568493
662	972.6692213
663	972.6282392
664	972.6275253
665	972.4431529
666	972.3516012
667	972.197962
668	972.1363886
669	972.0918388
670	971.9326895
671	971.8317138
672	971.5950622
673	971.3931289
674	971.1172732
675	971.0369596
676	970.8537899
677	970.6047194
678	970.5219543
679	970.5216151
680	970.4801889
681	970.3232179
682	970.3115966
683	970.1205819
684	970.0988824
685	970.0065811
686	969.8393631
687	969.8357132
688	969.7403175
689	969.5433441
690	969.5024354
691	969.4395472
692	969.3297824
693	969.1110398
694	969.0867603
695	969.0568356
696	969.041501
697	968.814873
698	968.7049915
699	968.5590853
700	968.4611204
701	968.3619473
702	968.1720401
703	968.0882093
704	968.0166193
705	967.9400279
706	967.6796272
707	967.3306935
708	967.25515
709	967.226969
710	967.193855
711	966.9058872
712	966.6865969
713	966.5656148
714	966.4484115
715	966.3812734
716	966.3116084
717	966.2259188
718	966.110499
719	966.0905676
720	965.8285338
721	965.7676782
722	965.5737339
723	965.5009186
724	965.1613452
725	965.1384453
726	965.029331
727	964.8230979
728	964.7734914
729	964.7295327
730	964.6941445
731	964.5093792
732	964.4524007
733	964.3143852
734	963.9689859
735	963.7592354
736	963.7406901
737	963.5829835
738	963.523465
739	963.2242849
740	963.1675794
741	962.9904533
742	962.9355483
743	962.8597557
744	962.810261
745	962.6570789
746	962.6169789
747	962.3774277
748	962.2297908
749	962.0163325
750	961.9551724
751	961.8677253
752	961.6966528
753	961.2717437
754	961.2193047
755	961.1212696
756	960.966139
757	960.9484256
758	960.8089454
759	960.7715942
760	960.5129361
761	960.3539045
762	960.2322706
763	960.1870923
764	960.0576557
765	959.965623
766	959.8636831
767	959.8288507
768	959.8263689
769	959.6315406
770	959.293784
771	959.0957731
772	958.8125296
773	958.6184499
774	958.5017054
775	958.3844575
776	958.2474327
777	958.1146983
778	958.0223431
779	957.6795896
780	957.6178582
781	957.3605269
782	957.2476453
783	957.0210338
784	956.8963838
785	956.8529999
786	956.7994486
787	956.6824925
788	956.4993991
789	956.3454825
790	956.1474926
791	955.945841
792	955.844296
793	955.809052
794	955.5782027
795	955.4604346
796	955.317793
797	955.1769632
798	955.0787986
799	955.0749482
800	954.999242
801	954.8303053
802	954.6920312
803	954.671067
804	954.5842201
805	954.477634
806	954.2614557
807	954.1168976
808	953.9549688
809	953.9317523
810	953.8493208
811	953.6830528
812	953.550487
813	953.261461
814	953.1673771
815	953.0284404
816	952.8565389
817	952.8077643
818	952.6433346
819	952.4453868
820	952.4081333
821	952.3189832
822	952.3152777
823	952.2908103
824	952.2221756
825	952.1332336
826	952.0172762
827	951.887619
828	951.6107701
829	951.5251351
830	951.2664744
831	951.1137211
832	951.0302607
833	950.9114934
834	950.8085946
835	950.6346452
836	950.5833208
837	950.4468497
838	950.3826459
839	950.3154183
840	950.1662748
841	950.13649
842	950.0107397
843	949.8169281
844	949.6990969
845	949.4615196
846	949.3574546
847	949.2941853
848	949.1054427
849	948.9677211
850	948.8365272
851	948.752959
852	948.7523325
853	948.5190804
854	948.4704145
855	948.4653355
856	948.3691704
857	948.2333335
858	947.9760637
859	947.7925545
860	947.7858786
861	947.7186504
862	947.5435822
863	947.4297272
864	947.1986988
865	947.1032054
866	946.8722175
867	946.6872379
868	946.5943507
869	946.5257205
870	946.4390001
871	946.3623387
872	946.1753398
873	946.0661207
874	945.8269492
875	945.7436991
876	945.6867769
877	945.497821
878	945.4453433
879	945.3573847
880	945.283722
881	945.1907215
882	944.9860919
883	944.7704196
884	944.6027375
885	944.6018063
886	944.4141308
887	944.3337309
888	944.248691
889	944.1715708
890	944.0272341
891	943.6523265
892	943.5624541
893	943.5481036
894	943.4281276
895	943.3580044
896	943.1310612
897	943.0321261
898	942.6907118
899	942.6508414
900	942.4631907
901	942.3877827
902	942.3004783
903	942.2347919
904	942.154949
905	942.1217221
906	941.9068202
907	941.8649579
908	941.8045062
909	941.762355
910	941.7618932
911	941.6266389
912	941.6251054
913	941.5094817
914	941.4497494
915	941.3420468
916	941.254593
917	941.2145678
918	940.9475684
919	940.880519
920	940.8739363
921	940.7903532
922	940.6159393
923	940.5997359
924	940.5484255
925	940.5476302
926	940.5035183
927	940.3396091
928	940.1704834
929	939.9395341
930	939.7938248
931	939.7199509
932	939.6007649
933	939.4478849
934	939.3419522
935	939.108881
936	938.9624029
937	938.8728658
938	938.8486984
939	938.7461102
940	938.5695549
941	938.4992903
942	938.4614684
943	938.4401003
944	938.3290606
945	938.1347424
946	938.133394
947	937.9589377
948	937.9480168
949	937.864364
950	937.8521932
951	937.773105
952	937.5894095
953	937.4522405
954	937.3766965
955	937.1761562
956	936.9986042
957	936.918028
958	936.6342622
959	936.4726758
960	936.3732993
961	936.3230937
962	936.1769948
963	936.136296
964	935.9761318
965	935.8734149
966	935.750376
967	935.6245837
968	935.55459
969	935.347658
970	935.1326779
971	935.0439696
972	934.9449036
973	934.8004543
974	934.6898268
975	934.5998727
976	934.4741445
977	934.4703936
978	934.3418292
979	934.2678522
980	934.1297169
981	934.1051661
982	933.9516184
983	933.9468433
984	933.8631122
985	933.8317243
986	933.6650054
987	933.6305557
988	933.4897893
989	933.3839812
990	933.3546645
991	933.2121866
992	933.100394
993	933.0672752
994	932.9888945
995	932.90365
996	932.8408736
997	932.8065172
998	932.6830692
999	932.4979189
