iter	Passed	Remaining
252	616	1820
253	618	1817
254	621	1815
255	624	1814
256	626	1811
257	628	1808
258	631	1805
259	633	1803
260	636	1801
261	638	1798
262	643	1802
263	646	1801
264	648	1799
265	650	1796
266	653	1794
267	656	1791
268	658	1789
269	661	1787
270	663	1784
271	666	1783
272	669	1781
273	672	1781
274	675	1780
275	678	1779
276	680	1776
277	683	1774
278	686	1772
279	688	1770
280	690	1766
281	694	1767
282	696	1764
283	698	1760
284	701	1759
285	703	1756
286	706	1755
287	708	1752
288	710	1748
289	713	1746
290	714	1741
291	717	1738
292	719	1736
293	721	1732
294	724	1730
295	726	1726
296	728	1723
297	730	1720
298	733	1718
299	735	1716
300	737	1713
301	739	1709
302	743	1710
303	746	1707
304	748	1706
305	752	1705
306	754	1703
307	757	1701
308	759	1698
309	761	1695
310	764	1693
311	766	1690
312	769	1689
313	771	1686
314	774	1683
315	776	1681
316	778	1678
317	781	1677
318	783	1672
319	785	1670
320	788	1667
321	790	1665
322	793	1662
323	795	1660
324	797	1655
325	800	1654
326	802	1651
327	806	1651
328	807	1647
329	809	1643
330	811	1640
331	813	1636
332	816	1636
333	819	1633
334	822	1632
335	825	1631
336	829	1631
337	832	1629
338	834	1626
339	836	1623
340	838	1621
341	842	1621
342	845	1618
343	847	1615
344	849	1613
345	852	1610
346	855	1609
347	858	1608
348	860	1605
349	863	1604
350	869	1607
351	871	1604
352	874	1602
353	877	1600
354	879	1597
355	882	1595
356	883	1591
357	886	1588
358	887	1584
359	891	1584
360	892	1580
361	895	1577
362	897	1574
363	900	1572
364	902	1569
365	904	1566
366	906	1563
367	909	1561
368	911	1558
369	914	1557
370	916	1553
371	918	1550
372	921	1548
373	923	1545
374	925	1542
375	928	1541
376	931	1538
377	933	1536
378	935	1533
379	938	1531
380	939	1526
381	942	1524
382	944	1522
383	948	1520
384	950	1517
385	953	1515
386	956	1514
387	959	1513
388	962	1511
389	966	1511
390	971	1512
391	976	1515
392	982	1517
393	988	1519
394	994	1523
395	1002	1528
396	1008	1532
397	1015	1535
398	1020	1536
399	1025	1537
400	1030	1539
401	1036	1541
402	1041	1543
403	1047	1545
404	1053	1547
405	1060	1551
406	1065	1552
407	1071	1554
408	1075	1553
409	1078	1551
410	1080	1548
411	1082	1545
412	1085	1542
413	1087	1539
414	1090	1536
415	1092	1534
416	1095	1531
417	1097	1528
418	1100	1526
419	1102	1522
420	1105	1519
421	1107	1516
422	1109	1513
423	1112	1510
424	1114	1507
425	1116	1504
426	1118	1501
427	1120	1497
428	1122	1494
429	1125	1492
430	1127	1488
431	1129	1485
432	1133	1484
433	1136	1482
434	1138	1479
435	1140	1475
436	1143	1473
437	1145	1470
438	1148	1467
439	1151	1465
440	1155	1464
441	1157	1460
442	1159	1457
443	1161	1454
444	1163	1451
445	1166	1449
446	1168	1445
447	1171	1443
448	1174	1441
449	1176	1438
450	1178	1434
451	1180	1431
452	1184	1430
453	1186	1427
454	1188	1423
455	1192	1422
456	1194	1419
457	1197	1416
458	1200	1414
459	1202	1411
460	1204	1408
461	1208	1407
462	1210	1404
463	1212	1400
464	1215	1397
465	1217	1395
466	1219	1392
467	1222	1389
468	1224	1386
469	1227	1383
470	1229	1380
471	1230	1376
472	1233	1374
473	1236	1371
474	1238	1368
475	1241	1366
476	1243	1363
477	1245	1360
478	1248	1357
479	1251	1355
480	1253	1353
481	1268	1363
482	1274	1364
483	1280	1364
484	1285	1365
485	1290	1365
486	1295	1364
487	1301	1365
488	1308	1366
489	1314	1367
490	1319	1367
491	1325	1368
492	1330	1368
493	1335	1367
494	1337	1364
495	1341	1362
496	1343	1359
497	1345	1356
498	1350	1356
499	1353	1353
500	1356	1350
501	1358	1347
502	1361	1344
503	1364	1342
504	1366	1339
505	1369	1337
506	1372	1334
507	1374	1331
508	1376	1328
509	1379	1325
510	1381	1322
511	1384	1319
512	1386	1316
513	1388	1312
514	1390	1309
515	1393	1307
516	1396	1304
517	1398	1301
518	1401	1298
519	1403	1295
520	1406	1293
521	1408	1290
522	1411	1287
523	1413	1284
524	1416	1281
525	1418	1277
526	1420	1275
527	1423	1272
528	1424	1268
529	1427	1266
530	1430	1263
531	1432	1260
532	1435	1257
533	1438	1254
534	1441	1252
535	1443	1249
536	1445	1246
537	1448	1243
538	1450	1240
539	1452	1237
540	1455	1235
541	1458	1232
542	1461	1229
543	1464	1227
544	1466	1224
545	1468	1221
546	1471	1218
547	1473	1215
548	1476	1212
549	1479	1210
550	1481	1207
551	1483	1204
552	1486	1201
553	1488	1198
554	1491	1196
555	1493	1192
556	1495	1189
557	1498	1187
558	1500	1184
559	1503	1181
560	1506	1178
561	1508	1175
562	1510	1172
563	1513	1169
564	1515	1166
565	1517	1163
566	1520	1161
567	1522	1158
568	1525	1155
569	1527	1152
570	1531	1150
571	1533	1147
572	1536	1144
573	1538	1142
574	1541	1139
575	1543	1136
576	1546	1133
577	1548	1130
578	1551	1127
579	1554	1125
580	1557	1123
581	1559	1120
582	1563	1118
583	1565	1115
584	1568	1113
585	1571	1109
586	1573	1106
587	1575	1104
588	1580	1102
589	1582	1100
590	1586	1097
591	1588	1094
592	1590	1091
593	1593	1089
594	1595	1085
595	1598	1083
596	1601	1081
597	1605	1079
598	1607	1076
599	1610	1073
600	1612	1070
601	1616	1068
602	1618	1065
603	1621	1063
604	1623	1060
605	1626	1057
606	1628	1054
607	1637	1056
608	1641	1053
609	1646	1052
610	1651	1051
611	1654	1049
612	1658	1046
613	1660	1043
614	1665	1042
615	1668	1040
616	1671	1037
617	1674	1034
618	1678	1033
619	1683	1031
620	1686	1029
621	1688	1026
622	1691	1023
623	1695	1021
624	1700	1020
625	1703	1017
626	1705	1014
627	1709	1012
628	1713	1010
629	1717	1008
630	1719	1005
631	1722	1003
632	1726	1000
633	1731	999
634	1736	998
635	1738	995
636	1742	993
637	1747	991
638	1751	989
639	1753	986
640	1755	983
641	1759	981
642	1763	979
643	1767	977
644	1770	974
645	1772	971
646	1777	969
647	1781	967
648	1784	965
649	1787	962
650	1790	960
651	1794	957
652	1799	956
653	1802	953
654	1803	949
655	1805	946
656	1809	944
657	1814	943
658	1818	940
659	1820	937
660	1824	935
661	1828	933
662	1832	931
663	1835	928
664	1837	925
665	1839	922
666	1844	920
667	1849	918
668	1852	916
669	1854	913
670	1862	913
671	1866	910
672	1868	907
673	1871	905
674	1876	903
675	1881	901
676	1884	898
677	1886	896
678	1891	894
679	1895	891
680	1899	889
681	1901	886
682	1905	884
683	1908	881
684	1913	879
685	1916	877
686	1919	874
687	1922	871
688	1926	869
689	1931	867
690	1933	864
691	1935	861
692	1940	859
693	1944	857
694	1948	855
695	1950	852
696	1953	849
697	1956	846
698	1961	844
699	1965	842
700	1967	839
701	1972	837
702	1976	835
703	1981	833
704	1984	830
705	1987	827
706	1991	825
707	1997	823
708	1999	820
709	2001	817
710	2003	814
711	2007	812
712	2013	810
713	2015	807
714	2022	806
715	2028	804
716	2031	801
717	2034	798
718	2037	796
719	2042	794
720	2046	791
721	2049	789
722	2051	786
723	2056	783
724	2061	782
725	2065	779
726	2067	776
727	2071	774
728	2077	772
729	2081	769
730	2082	766
731	2084	763
732	2088	760
733	2091	757
734	2093	754
735	2096	751
736	2098	748
737	2100	745
738	2103	742
739	2105	739
740	2107	736
741	2109	733
742	2113	731
743	2115	727
744	2118	725
745	2121	722
746	2124	719
747	2126	716
748	2129	713
749	2131	710
750	2133	707
751	2135	704
752	2138	701
753	2140	698
754	2142	695
755	2145	692
756	2147	689
757	2149	686
758	2153	683
759	2155	680
760	2158	677
761	2161	675
762	2163	672
763	2166	669
764	2168	666
765	2171	663
766	2173	660
767	2175	657
768	2178	654
769	2181	651
770	2184	648
771	2187	646
772	2189	643
773	2192	640
774	2195	637
775	2197	634
776	2201	631
777	2203	628
778	2205	625
779	2208	622
780	2211	620
781	2213	617
782	2217	614
783	2220	611
784	2223	609
785	2226	606
786	2229	603
787	2232	600
788	2235	597
789	2237	594
790	2240	591
791	2243	589
792	2246	586
793	2248	583
794	2252	580
795	2254	577
796	2258	575
797	2262	572
798	2265	569
799	2266	566
800	2269	563
801	2271	560
802	2273	557
803	2276	555
804	2279	552
805	2282	549
806	2285	546
807	2289	544
808	2292	541
809	2295	538
810	2297	535
811	2300	532
812	2303	529
813	2306	526
814	2308	524
815	2311	521
816	2313	518
817	2315	515
818	2318	512
819	2321	509
820	2324	506
821	2328	504
822	2330	501
823	2332	498
824	2335	495
825	2337	492
826	2340	489
827	2342	486
828	2345	483
829	2347	480
830	2351	478
831	2354	475
832	2357	472
833	2362	470
834	2366	467
835	2368	464
836	2371	461
837	2373	458
838	2376	456
839	2378	453
840	2382	450
841	2384	447
842	2387	444
843	2389	441
844	2391	438
845	2394	435
846	2396	432
847	2398	429
848	2401	427
849	2403	424
850	2405	421
851	2407	418
852	2409	415
853	2412	412
854	2415	409
855	2417	406
856	2420	403
857	2423	401
858	2425	398
859	2427	395
860	2429	392
861	2432	389
862	2434	386
863	2436	383
864	2439	380
865	2441	377
866	2444	374
867	2446	372
868	2448	369
869	2451	366
870	2454	363
871	2457	360
872	2459	357
873	2462	355
874	2464	352
875	2467	349
876	2473	346
877	2476	344
878	2478	341
879	2481	338
880	2483	335
881	2486	332
882	2488	329
883	2491	326
884	2494	324
885	2495	321
886	2498	318
887	2500	315
888	2502	312
889	2505	309
890	2507	306
891	2510	303
892	2512	301
893	2514	298
894	2516	295
895	2518	292
896	2520	289
897	2523	286
898	2525	283
899	2527	280
900	2530	278
901	2532	275
902	2534	272
903	2537	269
904	2539	266
905	2542	263
906	2544	260
907	2546	258
908	2549	255
909	2551	252
910	2553	249
911	2555	246
912	2557	243
913	2561	241
914	2563	238
915	2566	235
916	2568	232
917	2571	229
918	2574	226
919	2576	224
920	2580	221
921	2583	218
922	2585	215
923	2588	212
924	2590	210
925	2592	207
926	2596	204
927	2599	201
928	2602	198
929	2604	196
930	2607	193
931	2610	190
932	2612	187
933	2615	184
934	2617	181
935	2620	179
936	2623	176
937	2625	173
938	2627	170
939	2630	167
940	2633	165
941	2635	162
942	2638	159
943	2641	156
944	2644	153
945	2646	151
946	2648	148
947	2652	145
948	2654	142
949	2657	139
950	2660	137
951	2662	134
952	2665	131
953	2667	128
954	2671	125
955	2673	123
956	2675	120
957	2678	117
958	2681	114
959	2684	111
960	2689	109
961	2691	106
962	2697	103
963	2700	100
964	2704	98
965	2709	95
966	2713	92
967	2716	89
968	2720	87
969	2723	84
970	2727	81
971	2735	78
972	2739	76
973	2742	73
974	2746	70
975	2751	67
976	2755	64
977	2758	62
978	2762	59
979	2766	56
980	2770	53
981	2772	50
982	2778	48
983	2780	45
984	2786	42
985	2789	39
986	2793	36
987	2795	33
988	2799	31
989	2802	28
990	2804	25
991	2808	22
992	2811	19
993	2814	16
994	2817	14
995	2820	11
996	2824	8
997	2827	5
998	2831	2
999	2835	0
