iter	RMSE
139	1053.80518
140	1053.669613
141	1053.447031
142	1053.349275
143	1053.233361
144	1053.067107
145	1052.751046
146	1052.530691
147	1052.456832
148	1052.456831
149	1052.416111
150	1052.414857
151	1052.168063
152	1052.152723
153	1051.917891
154	1051.736647
155	1051.620614
156	1051.379575
157	1051.051514
158	1051.030912
159	1050.812315
160	1050.797601
161	1050.753094
162	1050.598311
163	1050.515197
164	1050.385017
165	1050.085903
166	1050.076834
167	1049.928415
168	1049.652409
169	1049.607226
170	1049.583418
171	1049.530613
172	1049.275472
173	1049.153918
174	1048.944863
175	1048.944862
176	1048.895138
177	1048.872169
178	1048.68272
179	1048.476834
180	1048.449932
181	1048.346275
182	1048.300698
183	1048.27424
184	1048.064553
185	1047.865679
186	1047.478901
187	1047.478901
188	1047.464646
189	1047.36013
190	1047.219982
191	1046.892653
192	1046.734735
193	1046.578105
194	1046.33978
195	1046.122859
196	1045.856813
197	1045.60883
198	1045.401476
199	1045.130531
200	1044.896902
201	1044.893674
202	1044.882772
203	1044.775965
204	1044.499309
205	1044.353906
206	1044.29654
207	1043.733689
208	1043.578023
209	1043.364224
210	1043.033256
211	1042.728839
212	1042.348602
213	1042.297344
214	1042.260465
215	1042.079116
216	1042.052716
217	1041.783957
218	1041.460197
219	1041.369486
220	1041.298239
221	1041.220338
222	1041.217146
223	1041.002892
224	1040.624693
225	1040.34424
226	1040.102509
227	1039.884646
228	1039.709913
229	1039.456293
230	1039.395005
231	1039.119625
232	1039.113251
233	1039.025927
234	1038.549165
235	1038.31569
236	1038.059637
237	1037.651322
238	1037.599359
239	1037.437882
240	1037.202265
241	1036.962476
242	1036.780271
243	1036.737582
244	1036.61979
245	1036.295493
246	1036.050196
247	1035.870907
248	1035.317334
249	1035.092627
250	1034.948483
251	1034.900323
252	1034.731889
253	1034.564567
254	1034.536132
255	1034.173885
256	1033.997043
257	1033.775634
258	1033.574099
259	1033.375818
260	1033.031719
261	1032.953642
262	1032.752731
263	1032.556853
264	1032.484836
265	1032.3554
266	1032.242071
267	1032.054778
268	1031.950315
269	1031.712503
270	1031.632451
271	1031.532314
272	1031.531728
273	1031.483141
274	1031.402978
275	1031.324335
276	1031.184449
277	1030.940153
278	1030.818554
279	1030.517464
280	1030.341636
281	1029.915998
282	1029.689971
283	1029.582634
284	1029.384163
285	1029.279434
286	1028.994963
287	1028.900292
288	1028.811871
289	1028.655603
290	1028.462653
291	1027.93821
292	1027.86053
293	1027.7472
294	1027.621717
295	1027.23868
296	1027.234798
297	1027.042691
298	1026.902705
299	1026.852273
300	1026.790324
301	1026.600387
302	1026.421066
303	1026.250051
304	1026.143265
305	1026.022257
306	1025.969873
307	1025.959376
308	1025.758684
309	1025.536269
310	1025.265043
311	1024.916324
312	1024.823249
313	1024.7544
314	1024.621735
315	1024.367901
316	1024.256006
317	1024.108981
318	1023.802521
319	1023.504314
320	1023.19769
321	1023.070461
322	1023.060543
323	1022.936186
324	1022.825832
325	1022.801388
326	1022.797944
327	1022.605278
328	1022.59603
329	1022.423608
330	1022.358818
331	1022.274077
332	1021.94339
333	1021.730262
334	1021.585502
335	1021.386402
336	1021.327088
337	1021.257224
338	1021.248444
339	1021.059162
340	1020.80599
341	1020.678673
342	1020.460202
343	1020.431278
344	1020.27408
345	1020.255265
346	1020.035697
347	1020.03499
348	1019.806339
349	1019.637245
350	1019.545968
351	1019.092156
352	1019.090959
353	1018.958881
354	1018.950596
355	1018.824257
356	1018.532081
357	1018.348026
358	1018.347333
359	1018.26549
360	1018.040323
361	1017.911181
362	1017.779897
363	1017.586321
364	1017.39063
365	1017.390333
366	1017.244096
367	1016.92244
368	1016.87615
369	1016.74758
370	1016.687854
371	1016.413593
372	1016.199415
373	1015.943558
374	1015.790486
375	1015.591418
376	1015.46623
377	1015.382455
378	1015.277311
379	1015.136538
380	1015.009412
381	1014.983099
382	1014.974589
383	1014.847452
384	1014.512607
385	1014.257066
386	1013.949085
387	1013.765672
388	1013.721008
389	1013.515971
390	1013.31247
391	1013.161513
392	1013.160902
393	1012.93507
394	1012.819327
395	1012.777935
396	1012.524254
397	1012.348169
398	1012.319351
399	1012.143202
400	1011.959458
401	1011.693939
402	1011.474972
403	1011.474446
404	1011.319151
405	1011.319145
406	1011.102443
407	1010.966406
408	1010.818918
409	1010.676754
410	1010.514309
411	1010.420671
412	1010.359961
413	1010.353754
414	1010.234414
415	1010.227777
416	1010.035889
417	1009.838546
418	1009.761302
419	1009.700819
420	1009.699932
421	1009.474999
422	1008.980089
423	1008.7908
424	1008.771014
425	1008.767758
426	1008.740689
427	1008.61321
428	1008.392024
429	1008.361197
430	1008.320552
431	1008.2218
432	1008.13652
433	1007.898278
434	1007.863122
435	1007.51951
436	1007.297182
437	1007.153219
438	1006.981571
439	1006.978568
440	1006.910365
441	1006.811818
442	1006.641386
443	1006.5084
444	1006.101461
445	1006.064042
446	1006.055937
447	1005.739558
448	1005.678258
449	1005.622929
450	1005.439528
451	1005.329912
452	1004.992493
453	1004.992345
454	1004.990111
455	1004.806006
456	1004.537915
457	1004.530682
458	1004.526608
459	1004.519677
460	1004.231245
461	1004.163924
462	1004.089158
463	1003.971554
464	1003.815881
465	1003.603079
466	1003.571826
467	1003.460411
468	1003.208226
469	1003.112603
470	1003.020281
471	1002.835259
472	1002.652704
473	1002.398466
474	1002.195805
475	1001.938818
476	1001.923731
477	1001.878363
478	1001.546177
479	1001.377149
480	1001.310021
481	1001.051834
482	1000.896455
483	1000.679425
484	1000.64953
485	1000.603248
486	1000.379258
487	1000.289351
488	1000.041351
489	999.9689965
490	999.5985207
491	999.3951449
492	999.0636345
493	998.8876309
494	998.6810301
495	998.5771697
496	998.4394404
497	998.3498484
498	998.1495791
499	998.0396278
500	997.9016626
501	997.7966488
502	997.6006357
503	997.5132022
504	997.4028599
505	997.3226781
506	997.3199744
507	997.2421935
508	997.1170174
509	997.0049781
510	996.6902716
511	996.6494348
512	996.4894548
513	996.238362
514	996.1207415
515	995.9651473
516	995.8862303
517	995.7100884
518	995.6204005
519	995.2900606
520	995.2887092
521	995.2846711
522	995.1211198
523	995.0521755
524	994.9142773
525	994.8054536
526	994.4559214
527	994.4235637
528	994.2650061
529	994.0571905
530	993.8759814
531	993.8295903
532	993.5834189
533	993.4020529
534	993.3478711
535	993.1059329
536	992.8745157
537	992.7570114
538	992.7379337
539	992.5759045
540	992.3625177
541	992.1906554
542	991.9481379
543	991.8541099
544	991.6861132
545	991.3833164
546	991.3822038
547	991.2753106
548	990.8610928
549	990.7294873
550	990.6655685
551	990.6341163
552	990.5015475
553	990.349279
554	990.3360554
555	990.324296
556	990.2099679
557	990.2093913
558	990.0835715
559	990.0062197
560	989.8698335
561	989.5518061
562	989.4152611
563	989.4152251
564	989.3401438
565	989.2338874
566	989.1030139
567	988.8701723
568	988.8605755
569	988.690848
570	988.6669468
571	988.496218
572	988.424126
573	988.4180961
574	988.2836885
575	988.0554895
576	988.0176479
577	987.7673126
578	987.7399097
579	987.6517464
580	987.5652492
581	987.4920668
582	987.2874696
583	987.2592939
584	987.2582794
585	987.1623138
586	987.034126
587	987.0153629
588	987.0088908
589	986.9075408
590	986.8517539
591	986.6983927
592	986.4902258
593	986.3858505
594	986.2407957
595	986.1431493
596	986.0307575
597	985.9898558
598	985.9218344
599	985.8913702
600	985.7111623
601	985.6876732
602	985.530979
603	985.4895629
604	985.3842374
605	985.1653468
606	985.010514
607	984.8758439
608	984.8664393
609	984.6125471
610	984.427802
611	984.0640565
612	983.9418679
613	983.7619352
614	983.4084675
615	983.3198459
616	983.148317
617	983.0032166
618	982.7461008
619	982.5762951
620	982.5147485
621	982.1737344
622	982.0062947
623	981.7946767
624	981.786086
625	981.6401193
626	981.6014187
627	981.5037426
628	981.2988298
629	981.2334462
630	981.161598
631	981.0724627
632	980.7900686
633	980.7837128
634	980.5598687
635	980.4695132
636	980.4592696
637	980.3893084
638	980.2376496
639	980.0797901
640	979.9469343
641	979.8782983
642	979.8264568
643	979.6343347
644	979.5752511
645	979.2965653
646	979.283883
647	979.0375127
648	979.034305
649	978.9002809
650	978.7800229
651	978.6167121
652	978.5150943
653	978.4275529
654	978.4131
655	978.33468
656	978.2496902
657	978.0999568
658	977.8849884
659	977.884731
660	977.8363463
661	977.5922765
662	977.4667245
663	977.410696
664	977.2528639
665	976.9015251
666	976.8309006
667	976.5094548
668	976.3211131
669	976.0992222
670	975.7202902
671	975.6646242
672	975.5262604
673	975.3532968
674	975.0409567
675	974.7361649
676	974.5283832
677	974.5144183
678	974.4196408
679	974.2355359
680	974.0429411
681	974.024203
682	973.7582405
683	973.5289853
684	973.3974051
685	973.0992014
686	973.045888
687	972.9966542
688	972.8560407
689	972.8545007
690	972.7422182
691	972.4504324
692	972.4353277
693	972.2752922
694	972.1663285
695	972.1173011
696	972.0031778
697	971.8862684
698	971.839882
699	971.6426651
700	971.6068001
701	971.5397153
702	971.378294
703	971.2936409
704	971.1765
705	970.9482768
706	970.8339805
707	970.540768
708	970.5091366
709	970.393745
710	970.2135444
711	970.1023008
712	969.8583074
713	969.6839749
714	969.3766998
715	969.1397166
716	968.9771419
717	968.9324508
718	968.6026254
719	968.4929323
720	968.3805908
721	968.3372878
722	968.1655121
723	968.1119146
724	967.7808529
725	967.5932158
726	967.4199283
727	967.2112345
728	967.0350616
729	966.9156806
730	966.8562428
731	966.8231789
732	966.4838463
733	966.3691644
734	966.1262071
735	965.8062684
736	965.694942
737	965.553859
738	965.5470029
739	965.4319928
740	965.2329949
741	965.1457892
742	964.9855489
743	964.7124385
744	964.5677871
745	964.5018902
746	964.4185181
747	964.325428
748	964.1642687
749	964.1479303
750	964.1165273
751	964.1055583
752	963.9074134
753	963.6843587
754	963.6801262
755	963.4681462
756	963.2613662
757	963.0224264
758	962.9671799
759	962.7796157
760	962.72222
761	962.6311343
762	962.3660488
763	962.3057594
764	962.2481884
765	962.0523945
766	961.9114932
767	961.5842001
768	961.5045735
769	961.4458118
770	961.1098511
771	961.0352169
772	960.9300519
773	960.7881374
774	960.6134209
775	960.4548663
776	960.4171051
777	960.2688045
778	960.2682566
779	960.1977179
780	960.0520834
781	960.0014937
782	959.9974333
783	959.787334
784	959.5710769
785	959.4117037
786	959.333146
787	959.2036872
788	959.0616105
789	958.966599
790	958.8190682
791	958.6563442
792	958.4880362
793	958.4337478
794	958.3511558
795	958.3240007
796	958.171824
797	958.0176557
798	957.7283384
799	957.6910573
800	957.4390843
801	957.217809
802	957.1305412
803	956.9654065
804	956.846105
805	956.8304767
806	956.7603648
807	956.6962234
808	956.4075132
809	956.3478599
810	956.2717924
811	955.8808975
812	955.7426235
813	955.5205236
814	955.3608322
815	955.305517
816	955.1784754
817	954.9806808
818	954.9255154
819	954.7808624
820	954.7661717
821	954.6363502
822	954.5622225
823	954.2892803
824	954.1361948
825	954.0128892
826	953.8103608
827	953.7235695
828	953.5892508
829	953.4421278
830	953.309162
831	953.1064773
832	952.9479697
833	952.8410032
834	952.5435137
835	952.2560684
836	952.2149601
837	952.1065488
838	951.8033017
839	951.6289327
840	951.5371796
841	951.4909658
842	951.2095294
843	951.138675
844	950.9655346
845	950.8112117
846	950.7279217
847	950.6100109
848	950.4924494
849	950.4267797
850	950.3287103
851	950.2356113
852	950.078528
853	950.0172636
854	949.9209552
855	949.681721
856	949.5940316
857	949.5031518
858	949.2622488
859	949.1612403
860	949.0624454
861	949.0376145
862	948.9923963
863	948.928919
864	948.84283
865	948.7130477
866	948.7127755
867	948.6588871
868	948.3614471
869	948.361288
870	948.2037397
871	948.1902903
872	948.1232533
873	948.1195572
874	947.909259
875	947.9091752
876	947.775209
877	947.618929
878	947.5300036
879	947.3827556
880	947.2837701
881	947.051521
882	946.8847818
883	946.8013928
884	946.7528749
885	946.6407405
886	946.6056717
887	946.5397755
888	946.4307718
889	946.3409259
890	946.2077766
891	945.9980128
892	945.7622491
893	945.6968421
894	945.5540135
895	945.4802761
896	945.3250248
897	945.0929181
898	945.010565
899	945.0080279
900	944.8888402
901	944.7588483
902	944.7005802
903	944.6361016
904	944.5309097
905	944.4823513
906	944.4224007
907	944.211588
908	944.0945735
909	944.0166715
910	943.9398295
911	943.7462911
912	943.6346289
913	943.2409012
914	943.1153821
915	942.8231975
916	942.6224561
917	942.4780321
918	942.173234
919	942.1381354
920	942.0432913
921	941.9389186
922	941.7658241
923	941.5473578
924	941.3212457
925	941.3159553
926	941.209971
927	941.1073424
928	940.9237831
929	940.8017522
930	940.6209474
931	940.5671641
932	940.5002419
933	940.4736392
934	940.4727428
935	940.4097362
936	940.2205287
937	940.135245
938	939.955675
939	939.767997
940	939.676604
941	939.6565993
942	939.5812125
943	939.4544229
944	939.3094461
945	939.278091
946	939.1631607
947	939.1127271
948	938.9610378
949	938.896602
950	938.6862405
951	938.6857438
952	938.5818644
953	938.4641609
954	938.3513955
955	938.3100132
956	938.182426
957	938.0122641
958	937.9718816
959	937.8246059
960	937.7649776
961	937.6122129
962	937.4842828
963	937.4842258
964	937.4552021
965	937.3146504
966	937.2004533
967	937.1618837
968	937.1332489
969	936.8657299
970	936.8554255
971	936.7115964
972	936.5711668
973	936.5094428
974	936.4138381
975	936.413636
976	936.3305478
977	936.2402245
978	936.0484318
979	935.9158776
980	935.7612608
981	935.6416378
982	935.4635707
983	935.3933769
984	935.3223556
985	935.1172926
986	934.9838929
987	934.9046477
988	934.8831718
989	934.7590944
990	934.5921024
991	934.5190605
992	934.3933916
993	934.3244617
994	934.1781961
995	934.1436528
996	933.9692866
997	933.679611
998	933.4982276
999	933.4153667
