iter	RMSE
226	1079.181532
227	1078.962832
228	1078.836675
229	1078.692077
230	1078.537362
231	1078.346252
232	1078.199269
233	1078.083028
234	1077.908317
235	1077.805213
236	1077.708555
237	1077.611072
238	1077.45651
239	1077.377252
240	1077.274807
241	1077.171769
242	1077.088506
243	1077.005819
244	1076.872441
245	1076.779183
246	1076.674208
247	1076.60385
248	1076.478954
249	1076.400944
250	1076.2816
251	1076.180028
252	1076.12923
253	1076.085974
254	1075.976708
255	1075.868064
256	1075.742596
257	1075.67893
258	1075.576566
259	1075.443356
260	1075.341601
261	1075.265639
262	1075.199467
263	1075.151929
264	1075.076442
265	1074.994448
266	1074.8917
267	1074.777509
268	1074.724993
269	1074.659486
270	1074.598093
271	1074.575905
272	1074.503841
273	1074.444232
274	1074.333873
275	1074.305884
276	1074.246703
277	1074.176969
278	1074.128942
279	1074.086191
280	1074.003395
281	1073.912645
282	1073.860609
283	1073.78819
284	1073.724284
285	1073.667154
286	1073.643028
287	1073.621537
288	1073.554312
289	1073.523642
290	1073.485712
291	1073.416695
292	1073.375492
293	1073.352928
294	1073.331493
295	1073.296589
296	1073.262479
297	1073.192049
298	1073.125976
299	1073.090619
300	1073.065541
301	1072.998046
302	1072.93499
303	1072.919306
304	1072.887978
305	1072.831035
306	1072.806294
307	1072.758344
308	1072.700982
309	1072.649692
310	1072.615989
311	1072.593675
312	1072.56227
313	1072.500856
314	1072.486573
315	1072.433779
316	1072.386527
317	1072.373135
318	1072.337544
319	1072.290043
320	1072.222808
321	1072.180682
322	1072.157263
323	1072.101338
324	1072.086625
325	1072.05023
326	1072.03001
327	1071.976363
328	1071.936464
329	1071.905679
330	1071.871486
331	1071.837479
332	1071.828298
333	1071.784248
334	1071.75328
335	1071.711263
336	1071.682093
337	1071.662902
338	1071.662902
339	1071.640882
340	1071.590996
341	1071.541967
342	1071.529908
343	1071.49113
344	1071.472995
345	1071.437773
346	1071.408398
347	1071.366777
348	1071.351294
349	1071.339176
350	1071.339128
351	1071.294996
352	1071.269632
353	1071.255587
354	1071.254597
355	1071.22886
356	1071.209765
357	1071.170555
358	1071.154824
359	1071.138983
360	1071.117914
361	1071.105739
362	1071.088543
363	1071.065889
364	1071.065889
365	1071.034126
366	1071.033894
367	1070.988179
368	1070.948518
369	1070.942768
370	1070.912579
371	1070.900789
372	1070.886721
373	1070.863443
374	1070.860744
375	1070.843098
376	1070.821072
377	1070.818702
378	1070.813938
379	1070.779296
380	1070.765738
381	1070.765738
382	1070.765339
383	1070.731235
384	1070.718601
385	1070.70839
386	1070.70839
387	1070.704504
388	1070.702423
389	1070.702371
390	1070.660277
391	1070.659444
392	1070.652368
393	1070.650038
394	1070.648743
395	1070.615776
396	1070.612713
397	1070.611895
398	1070.604746
399	1070.57381
400	1070.564085
401	1070.55326
402	1070.543337
403	1070.540647
404	1070.519301
405	1070.519137
406	1070.511888
407	1070.502074
408	1070.492637
409	1070.461334
410	1070.460099
411	1070.450699
412	1070.423216
413	1070.414676
414	1070.414381
415	1070.401447
416	1070.391956
417	1070.38341
418	1070.335276
419	1070.313196
420	1070.307846
421	1070.298402
422	1070.273518
423	1070.259899
424	1070.251821
425	1070.240021
426	1070.236325
427	1070.217814
428	1070.201092
429	1070.174515
430	1070.174329
431	1070.166808
432	1070.165427
433	1070.152009
434	1070.113476
435	1070.111607
436	1070.102437
437	1070.102436
438	1070.095003
439	1070.057666
440	1070.033697
441	1070.024383
442	1070.020925
443	1070.019978
444	1070.019978
445	1070.013397
446	1070.011008
447	1069.998897
448	1069.975847
449	1069.969991
450	1069.969862
451	1069.96912
452	1069.952503
453	1069.947321
454	1069.929518
455	1069.9295
456	1069.928636
457	1069.921649
458	1069.916953
459	1069.896181
460	1069.8785
461	1069.872196
462	1069.872036
463	1069.86536
464	1069.84559
465	1069.840541
466	1069.828781
467	1069.816903
468	1069.80562
469	1069.800214
470	1069.80006
471	1069.79779
472	1069.790722
473	1069.784344
474	1069.773543
475	1069.773543
476	1069.76943
477	1069.761099
478	1069.751862
479	1069.745051
480	1069.739076
481	1069.73017
482	1069.721986
483	1069.721911
484	1069.709021
485	1069.703531
486	1069.687149
487	1069.664253
488	1069.664253
489	1069.662211
490	1069.661304
491	1069.657088
492	1069.655727
493	1069.642671
494	1069.634611
495	1069.619909
496	1069.619868
497	1069.617556
498	1069.617488
499	1069.607385
500	1069.58258
501	1069.565914
502	1069.565298
503	1069.564258
504	1069.543172
505	1069.543172
506	1069.533852
507	1069.523818
508	1069.516141
509	1069.48949
510	1069.486581
511	1069.485706
512	1069.462315
513	1069.462237
514	1069.462237
515	1069.449002
516	1069.424629
517	1069.414866
518	1069.411403
519	1069.4091
520	1069.383663
521	1069.383596
522	1069.371974
523	1069.353798
524	1069.353798
525	1069.341106
526	1069.341025
527	1069.326729
528	1069.326685
529	1069.326628
530	1069.326414
531	1069.320464
532	1069.313034
533	1069.279415
534	1069.25043
535	1069.223371
536	1069.201903
537	1069.18719
538	1069.187189
539	1069.187128
540	1069.183297
541	1069.175661
542	1069.171931
543	1069.162474
544	1069.159068
545	1069.157145
546	1069.132777
547	1069.132715
548	1069.126427
549	1069.116007
550	1069.109053
551	1069.105591
552	1069.105591
553	1069.105291
554	1069.105291
555	1069.092847
556	1069.077027
557	1069.070731
558	1069.060394
559	1069.057122
560	1069.056694
561	1069.049869
562	1069.046228
563	1069.035673
564	1069.035226
565	1069.019294
566	1069.000891
567	1069.000532
568	1068.984579
569	1068.982032
570	1068.978057
571	1068.967352
572	1068.962365
573	1068.961258
574	1068.954659
575	1068.937228
576	1068.936394
577	1068.909571
578	1068.902153
579	1068.902103
580	1068.899394
581	1068.894124
582	1068.880199
583	1068.871737
584	1068.871737
585	1068.864264
586	1068.854206
587	1068.851031
588	1068.839543
589	1068.838952
590	1068.810885
591	1068.806056
592	1068.805998
593	1068.792738
594	1068.785677
595	1068.782828
596	1068.760017
597	1068.760017
598	1068.75809
599	1068.745396
600	1068.744942
601	1068.742801
602	1068.742772
603	1068.742092
604	1068.736483
605	1068.730451
606	1068.728396
607	1068.728359
608	1068.726128
609	1068.722031
610	1068.720312
611	1068.692406
612	1068.691625
613	1068.68923
614	1068.68923
615	1068.688665
616	1068.672565
617	1068.67131
618	1068.666125
619	1068.65762
620	1068.654681
621	1068.653722
622	1068.653142
623	1068.653142
624	1068.651248
625	1068.640658
626	1068.626804
627	1068.626282
628	1068.616123
629	1068.6156
630	1068.614784
631	1068.611133
632	1068.609627
633	1068.609627
634	1068.599166
635	1068.599166
636	1068.598463
637	1068.598265
638	1068.595707
639	1068.593747
640	1068.577922
641	1068.577851
642	1068.577351
643	1068.573844
644	1068.573226
645	1068.560482
646	1068.559215
647	1068.546355
648	1068.543811
649	1068.54378
650	1068.538911
651	1068.538911
652	1068.536866
653	1068.513256
654	1068.50003
655	1068.499855
656	1068.487785
657	1068.475055
658	1068.473226
659	1068.47269
660	1068.47266
661	1068.471681
662	1068.460599
663	1068.460409
664	1068.456734
665	1068.456734
666	1068.456704
667	1068.456676
668	1068.454165
669	1068.454165
670	1068.454129
671	1068.454128
672	1068.4493
673	1068.447017
674	1068.443119
675	1068.443092
676	1068.443091
677	1068.443091
678	1068.431492
679	1068.430999
680	1068.430999
681	1068.424622
682	1068.421804
683	1068.421804
684	1068.395863
685	1068.395812
686	1068.395294
687	1068.395257
688	1068.391845
689	1068.390387
690	1068.372782
691	1068.372782
692	1068.368581
693	1068.339547
694	1068.339524
695	1068.333456
696	1068.331242
697	1068.326398
698	1068.326398
699	1068.309062
700	1068.309032
701	1068.309032
702	1068.306457
703	1068.306457
704	1068.3064
705	1068.293265
706	1068.291066
707	1068.289313
708	1068.287362
709	1068.284991
710	1068.284365
711	1068.282203
712	1068.282184
713	1068.280464
714	1068.279662
715	1068.263124
716	1068.257959
717	1068.253069
718	1068.253052
719	1068.238936
720	1068.233608
721	1068.230024
722	1068.226291
723	1068.22351
724	1068.204496
725	1068.192186
726	1068.190098
727	1068.174968
728	1068.174947
729	1068.164684
730	1068.155587
731	1068.14683
732	1068.141139
733	1068.125493
734	1068.122889
735	1068.12286
736	1068.12286
737	1068.118627
738	1068.100126
739	1068.100114
740	1068.097917
741	1068.095373
742	1068.08745
743	1068.085691
744	1068.085691
745	1068.081702
746	1068.081682
747	1068.078632
748	1068.075023
749	1068.075023
750	1068.073823
751	1068.069202
752	1068.065624
753	1068.061249
754	1068.059617
755	1068.059085
756	1068.059049
757	1068.055512
758	1068.041959
759	1068.041959
760	1068.034921
761	1068.031767
762	1068.031655
763	1068.030217
764	1068.030197
765	1068.024531
766	1068.024531
767	1068.011235
768	1068.007904
769	1068.001538
770	1067.994023
771	1067.978926
772	1067.978723
773	1067.97859
774	1067.968264
775	1067.968245
776	1067.959756
777	1067.959756
778	1067.959639
779	1067.959614
780	1067.953073
781	1067.949471
782	1067.946575
783	1067.946045
784	1067.946007
785	1067.944153
786	1067.941057
787	1067.940452
788	1067.940452
789	1067.940296
790	1067.93757
791	1067.933858
792	1067.933852
793	1067.933852
794	1067.922461
795	1067.922443
796	1067.920484
797	1067.91447
798	1067.889125
799	1067.871795
800	1067.868359
801	1067.866749
802	1067.865777
803	1067.865761
804	1067.865745
805	1067.862352
806	1067.860544
807	1067.858639
808	1067.858639
809	1067.856816
810	1067.854897
811	1067.843217
812	1067.830477
813	1067.81695
814	1067.814392
815	1067.811341
816	1067.806866
817	1067.806486
818	1067.804067
819	1067.795901
820	1067.793352
821	1067.793246
822	1067.790622
823	1067.790622
824	1067.790621
825	1067.790524
826	1067.777326
827	1067.774052
828	1067.771847
829	1067.771847
830	1067.755307
831	1067.755307
832	1067.739938
833	1067.736112
834	1067.732263
835	1067.730458
836	1067.730444
837	1067.710678
838	1067.710292
839	1067.692572
840	1067.690285
841	1067.688458
842	1067.688079
843	1067.685637
844	1067.685636
845	1067.678603
846	1067.678603
847	1067.678374
848	1067.67658
849	1067.667045
850	1067.666719
851	1067.663509
852	1067.662772
853	1067.660546
854	1067.659429
855	1067.659429
856	1067.657893
857	1067.654719
858	1067.651571
859	1067.648449
860	1067.648091
861	1067.645829
862	1067.629473
863	1067.626295
864	1067.626295
865	1067.621509
866	1067.61952
867	1067.593311
868	1067.584018
869	1067.583924
870	1067.58358
871	1067.581974
872	1067.577616
873	1067.575661
874	1067.575322
875	1067.56762
876	1067.561846
877	1067.542045
878	1067.527447
879	1067.526677
880	1067.526677
881	1067.524516
882	1067.521715
883	1067.521714
884	1067.50618
885	1067.504479
886	1067.50437
887	1067.501267
888	1067.501041
889	1067.499467
890	1067.497401
891	1067.494915
892	1067.486406
893	1067.484125
894	1067.481055
895	1067.481034
896	1067.463186
897	1067.460546
898	1067.460521
899	1067.459068
900	1067.456965
901	1067.455296
902	1067.455205
903	1067.453711
904	1067.438451
905	1067.437751
906	1067.437662
907	1067.437574
908	1067.435269
909	1067.435181
910	1067.426156
911	1067.424523
912	1067.422996
913	1067.41402
914	1067.413491
915	1067.412906
916	1067.408646
917	1067.408646
918	1067.408646
919	1067.408545
920	1067.407849
921	1067.405597
922	1067.405396
923	1067.403817
924	1067.402212
925	1067.402212
926	1067.400415
927	1067.398029
928	1067.397422
929	1067.397025
930	1067.395519
931	1067.393662
932	1067.392368
933	1067.368962
934	1067.368937
935	1067.366021
936	1067.366021
937	1067.363677
938	1067.362167
939	1067.360674
940	1067.359137
941	1067.357611
942	1067.357248
943	1067.357148
944	1067.355684
945	1067.353884
946	1067.350304
947	1067.350225
948	1067.350181
949	1067.350104
950	1067.35003
951	1067.349954
952	1067.349861
953	1067.347711
954	1067.346371
955	1067.323414
956	1067.322612
957	1067.32254
958	1067.321267
959	1067.319116
960	1067.312531
961	1067.304722
962	1067.296702
963	1067.286476
964	1067.285239
965	1067.283751
966	1067.282261
967	1067.282188
968	1067.280607
969	1067.278915
970	1067.278915
971	1067.270064
972	1067.268711
973	1067.26724
974	1067.266498
975	1067.266498
976	1067.266427
977	1067.266357
978	1067.266287
979	1067.264823
980	1067.264459
981	1067.263892
982	1067.263825
983	1067.259966
984	1067.25158
985	1067.24944
986	1067.246706
987	1067.222523
988	1067.218728
989	1067.216255
990	1067.213544
991	1067.194184
992	1067.192826
993	1067.180884
994	1067.179954
995	1067.176341
996	1067.174502
997	1067.174072
998	1067.174072
999	1067.172762
